document,method,path,status,mcp_family,capability,rule
admin/bootstrap-instance.mdx,POST,/api/v1/admin/bootstrap,intentionally_omitted,server.bootstrap,admin.bootstrap,admin-bootstrap-omitted
alicloud-auth/attach.mdx,POST,/api/v1/auth/alicloud-auth/identities/{identityId},intentionally_omitted,identityAliCloudAuth,identityAliCloudAuth.admin,alicloud-auth-omitted
alicloud-auth/login.mdx,POST,/api/v1/auth/alicloud-auth/login,intentionally_omitted,identityAliCloudAuth,identityAliCloudAuth.admin,alicloud-auth-omitted
alicloud-auth/retrieve.mdx,GET,/api/v1/auth/alicloud-auth/identities/{identityId},intentionally_omitted,identityAliCloudAuth,identityAliCloudAuth.admin,alicloud-auth-omitted
alicloud-auth/revoke.mdx,DELETE,/api/v1/auth/alicloud-auth/identities/{identityId},intentionally_omitted,identityAliCloudAuth,identityAliCloudAuth.admin,alicloud-auth-omitted
alicloud-auth/update.mdx,PATCH,/api/v1/auth/alicloud-auth/identities/{identityId},intentionally_omitted,identityAliCloudAuth,identityAliCloudAuth.admin,alicloud-auth-omitted
app-connections/1password/available.mdx,GET,/api/v1/app-connections/1password/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/1password/create.mdx,POST,/api/v1/app-connections/1password,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/1password/delete.mdx,DELETE,/api/v1/app-connections/1password/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/1password/get-by-id.mdx,GET,/api/v1/app-connections/1password/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/1password/get-by-name.mdx,GET,/api/v1/app-connections/1password/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/1password/list.mdx,GET,/api/v1/app-connections/1password,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/1password/update.mdx,PATCH,/api/v1/app-connections/1password/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/auth0/available.mdx,GET,/api/v1/app-connections/auth0/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/auth0/create.mdx,POST,/api/v1/app-connections/auth0,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/auth0/delete.mdx,DELETE,/api/v1/app-connections/auth0/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/auth0/get-by-id.mdx,GET,/api/v1/app-connections/auth0/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/auth0/get-by-name.mdx,GET,/api/v1/app-connections/auth0/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/auth0/list.mdx,GET,/api/v1/app-connections/auth0,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/auth0/update.mdx,PATCH,/api/v1/app-connections/auth0/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/aws/available.mdx,GET,/api/v1/app-connections/aws/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/aws/create.mdx,POST,/api/v1/app-connections/aws,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/aws/delete.mdx,DELETE,/api/v1/app-connections/aws/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/aws/get-by-id.mdx,GET,/api/v1/app-connections/aws/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/aws/get-by-name.mdx,GET,/api/v1/app-connections/aws/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/aws/list.mdx,GET,/api/v1/app-connections/aws,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/aws/update.mdx,PATCH,/api/v1/app-connections/aws/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-adcs/available.mdx,GET,/api/v1/app-connections/azure-adcs/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/azure-adcs/create.mdx,POST,/api/v1/app-connections/azure-adcs,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-adcs/delete.mdx,DELETE,/api/v1/app-connections/azure-adcs/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-adcs/get-by-id.mdx,GET,/api/v1/app-connections/azure-adcs/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/azure-adcs/get-by-name.mdx,GET,/api/v1/app-connections/azure-adcs/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/azure-adcs/list.mdx,GET,/api/v1/app-connections/azure-adcs,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/azure-adcs/update.mdx,PATCH,/api/v1/app-connections/azure-adcs/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-app-configuration/available.mdx,GET,/api/v1/app-connections/azure-app-configuration/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/azure-app-configuration/create.mdx,POST,/api/v1/app-connections/azure-app-configuration,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-app-configuration/delete.mdx,DELETE,/api/v1/app-connections/azure-app-configuration/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-app-configuration/get-by-id.mdx,GET,/api/v1/app-connections/azure-app-configuration/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/azure-app-configuration/get-by-name.mdx,GET,/api/v1/app-connections/azure-app-configuration/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/azure-app-configuration/list.mdx,GET,/api/v1/app-connections/azure-app-configuration,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/azure-app-configuration/update.mdx,PATCH,/api/v1/app-connections/azure-app-configuration/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-client-secret/available.mdx,GET,/api/v1/app-connections/azure-client-secrets/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/azure-client-secret/create.mdx,POST,/api/v1/app-connections/azure-client-secrets,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-client-secret/delete.mdx,DELETE,/api/v1/app-connections/azure-client-secrets/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-client-secret/get-by-id.mdx,GET,/api/v1/app-connections/azure-client-secrets/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/azure-client-secret/get-by-name.mdx,GET,/api/v1/app-connections/azure-client-secrets/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/azure-client-secret/list.mdx,GET,/api/v1/app-connections/azure-client-secrets,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/azure-client-secret/update.mdx,PATCH,/api/v1/app-connections/azure-client-secrets/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-devops/available.mdx,GET,/api/v1/app-connections/azure-devops/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/azure-devops/create.mdx,POST,/api/v1/app-connections/azure-devops,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-devops/delete.mdx,DELETE,/api/v1/app-connections/azure-devops/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-devops/get-by-id.mdx,GET,/api/v1/app-connections/azure-devops/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/azure-devops/get-by-name.mdx,GET,/api/v1/app-connections/azure-devops/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/azure-devops/list.mdx,GET,/api/v1/app-connections/azure-devops,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/azure-devops/update.mdx,PATCH,/api/v1/app-connections/azure-devops/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-entra-id/available.mdx,GET,/api/v1/app-connections/azure-entra-id/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/azure-entra-id/create.mdx,POST,/api/v1/app-connections/azure-entra-id,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-entra-id/delete.mdx,DELETE,/api/v1/app-connections/azure-entra-id/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-entra-id/get-by-id.mdx,GET,/api/v1/app-connections/azure-entra-id/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/azure-entra-id/get-by-name.mdx,GET,/api/v1/app-connections/azure-entra-id/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/azure-entra-id/list.mdx,GET,/api/v1/app-connections/azure-entra-id,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/azure-entra-id/update.mdx,PATCH,/api/v1/app-connections/azure-entra-id/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-key-vault/available.mdx,GET,/api/v1/app-connections/azure-key-vault/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/azure-key-vault/create.mdx,POST,/api/v1/app-connections/azure-key-vault,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-key-vault/delete.mdx,DELETE,/api/v1/app-connections/azure-key-vault/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/azure-key-vault/get-by-id.mdx,GET,/api/v1/app-connections/azure-key-vault/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/azure-key-vault/get-by-name.mdx,GET,/api/v1/app-connections/azure-key-vault/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/azure-key-vault/list.mdx,GET,/api/v1/app-connections/azure-key-vault,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/azure-key-vault/update.mdx,PATCH,/api/v1/app-connections/azure-key-vault/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/bitbucket/available.mdx,GET,/api/v1/app-connections/bitbucket/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/bitbucket/create.mdx,POST,/api/v1/app-connections/bitbucket,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/bitbucket/delete.mdx,DELETE,/api/v1/app-connections/bitbucket/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/bitbucket/get-by-id.mdx,GET,/api/v1/app-connections/bitbucket/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/bitbucket/get-by-name.mdx,GET,/api/v1/app-connections/bitbucket/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/bitbucket/list.mdx,GET,/api/v1/app-connections/bitbucket,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/bitbucket/update.mdx,PATCH,/api/v1/app-connections/bitbucket/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/camunda/available.mdx,GET,/api/v1/app-connections/camunda/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/camunda/create.mdx,POST,/api/v1/app-connections/camunda,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/camunda/delete.mdx,DELETE,/api/v1/app-connections/camunda/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/camunda/get-by-id.mdx,GET,/api/v1/app-connections/camunda/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/camunda/get-by-name.mdx,GET,/api/v1/app-connections/camunda/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/camunda/list.mdx,GET,/api/v1/app-connections/camunda,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/camunda/update.mdx,PATCH,/api/v1/app-connections/camunda/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/checkly/available.mdx,GET,/api/v1/app-connections/checkly/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/checkly/create.mdx,POST,/api/v1/app-connections/checkly,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/checkly/delete.mdx,DELETE,/api/v1/app-connections/checkly/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/checkly/get-by-id.mdx,GET,/api/v1/app-connections/checkly/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/checkly/get-by-name.mdx,GET,/api/v1/app-connections/checkly/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/checkly/list.mdx,GET,/api/v1/app-connections/checkly,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/checkly/update.mdx,PATCH,/api/v1/app-connections/checkly/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/chef/available.mdx,GET,/api/v1/app-connections/chef/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/chef/create.mdx,POST,/api/v1/app-connections/chef,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/chef/delete.mdx,DELETE,/api/v1/app-connections/chef/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/chef/get-by-id.mdx,GET,/api/v1/app-connections/chef/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/chef/get-by-name.mdx,GET,/api/v1/app-connections/chef/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/chef/list.mdx,GET,/api/v1/app-connections/chef,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/chef/update.mdx,PATCH,/api/v1/app-connections/chef/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/circleci/available.mdx,GET,/api/v1/app-connections/circleci/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/circleci/create.mdx,POST,/api/v1/app-connections/circleci,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/circleci/delete.mdx,DELETE,/api/v1/app-connections/circleci/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/circleci/get-by-id.mdx,GET,/api/v1/app-connections/circleci/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/circleci/get-by-name.mdx,GET,/api/v1/app-connections/circleci/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/circleci/list.mdx,GET,/api/v1/app-connections/circleci,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/circleci/update.mdx,PATCH,/api/v1/app-connections/circleci/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/cloudflare/available.mdx,GET,/api/v1/app-connections/cloudflare/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/cloudflare/create.mdx,POST,/api/v1/app-connections/cloudflare,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/cloudflare/delete.mdx,DELETE,/api/v1/app-connections/cloudflare/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/cloudflare/get-by-id.mdx,GET,/api/v1/app-connections/cloudflare/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/cloudflare/get-by-name.mdx,GET,/api/v1/app-connections/cloudflare/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/cloudflare/list.mdx,GET,/api/v1/app-connections/cloudflare,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/cloudflare/update.mdx,PATCH,/api/v1/app-connections/cloudflare/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/databricks/available.mdx,GET,/api/v1/app-connections/databricks/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/databricks/create.mdx,POST,/api/v1/app-connections/databricks,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/databricks/delete.mdx,DELETE,/api/v1/app-connections/databricks/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/databricks/get-by-id.mdx,GET,/api/v1/app-connections/databricks/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/databricks/get-by-name.mdx,GET,/api/v1/app-connections/databricks/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/databricks/list.mdx,GET,/api/v1/app-connections/databricks,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/databricks/update.mdx,PATCH,/api/v1/app-connections/databricks/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/dbt/available.mdx,GET,/api/v1/app-connections/dbt/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/dbt/create.mdx,POST,/api/v1/app-connections/dbt,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/dbt/delete.mdx,DELETE,/api/v1/app-connections/dbt/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/dbt/get-by-id.mdx,GET,/api/v1/app-connections/dbt/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/dbt/get-by-name.mdx,GET,/api/v1/app-connections/dbt/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/dbt/list.mdx,GET,/api/v1/app-connections/dbt,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/dbt/update.mdx,PATCH,/api/v1/app-connections/dbt/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/devin/available.mdx,GET,/api/v1/app-connections/devin/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/devin/create.mdx,POST,/api/v1/app-connections/devin,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/devin/delete.mdx,DELETE,/api/v1/app-connections/devin/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/devin/get-by-id.mdx,GET,/api/v1/app-connections/devin/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/devin/get-by-name.mdx,GET,/api/v1/app-connections/devin/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/devin/list.mdx,GET,/api/v1/app-connections/devin,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/devin/update.mdx,PATCH,/api/v1/app-connections/devin/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/digicert/available.mdx,GET,/api/v1/app-connections/digicert/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/digicert/create.mdx,POST,/api/v1/app-connections/digicert,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/digicert/delete.mdx,DELETE,/api/v1/app-connections/digicert/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/digicert/get-by-id.mdx,GET,/api/v1/app-connections/digicert/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/digicert/get-by-name.mdx,GET,/api/v1/app-connections/digicert/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/digicert/list.mdx,GET,/api/v1/app-connections/digicert,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/digicert/update.mdx,PATCH,/api/v1/app-connections/digicert/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/digital-ocean/available.mdx,GET,/api/v1/app-connections/digital-ocean/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/digital-ocean/create.mdx,POST,/api/v1/app-connections/digital-ocean,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/digital-ocean/delete.mdx,DELETE,/api/v1/app-connections/digital-ocean/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/digital-ocean/get-by-id.mdx,GET,/api/v1/app-connections/digital-ocean/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/digital-ocean/get-by-name.mdx,GET,/api/v1/app-connections/digital-ocean/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/digital-ocean/list.mdx,GET,/api/v1/app-connections/digital-ocean,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/digital-ocean/update.mdx,PATCH,/api/v1/app-connections/digital-ocean/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/doppler/available.mdx,GET,/api/v1/app-connections/doppler/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/doppler/create.mdx,POST,/api/v1/app-connections/doppler,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/doppler/delete.mdx,DELETE,/api/v1/app-connections/doppler/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/doppler/get-by-id.mdx,GET,/api/v1/app-connections/doppler/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/doppler/get-by-name.mdx,GET,/api/v1/app-connections/doppler/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/doppler/list.mdx,GET,/api/v1/app-connections/doppler,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/doppler/update.mdx,PATCH,/api/v1/app-connections/doppler/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/external-infisical/available.mdx,GET,/api/v1/app-connections/external-infisical/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/external-infisical/create.mdx,POST,/api/v1/app-connections/external-infisical,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/external-infisical/delete.mdx,DELETE,/api/v1/app-connections/external-infisical/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/external-infisical/get-by-id.mdx,GET,/api/v1/app-connections/external-infisical/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/external-infisical/get-by-name.mdx,GET,/api/v1/app-connections/external-infisical/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/external-infisical/list.mdx,GET,/api/v1/app-connections/external-infisical,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/external-infisical/update.mdx,PATCH,/api/v1/app-connections/external-infisical/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/f5-big-ip/available.mdx,GET,/api/v1/app-connections/f5-big-ip/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/f5-big-ip/create.mdx,POST,/api/v1/app-connections/f5-big-ip,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/f5-big-ip/delete.mdx,DELETE,/api/v1/app-connections/f5-big-ip/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/f5-big-ip/get-by-id.mdx,GET,/api/v1/app-connections/f5-big-ip/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/f5-big-ip/get-by-name.mdx,GET,/api/v1/app-connections/f5-big-ip/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/f5-big-ip/list.mdx,GET,/api/v1/app-connections/f5-big-ip,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/f5-big-ip/update.mdx,PATCH,/api/v1/app-connections/f5-big-ip/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/flyio/available.mdx,GET,/api/v1/app-connections/flyio/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/flyio/create.mdx,POST,/api/v1/app-connections/flyio,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/flyio/delete.mdx,DELETE,/api/v1/app-connections/flyio/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/flyio/get-by-id.mdx,GET,/api/v1/app-connections/flyio/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/flyio/get-by-name.mdx,GET,/api/v1/app-connections/flyio/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
app-connections/flyio/list.mdx,GET,/api/v1/app-connections/flyio,superseded,appConnections,appConnections.read,app-connections-provider-list-superseded
app-connections/flyio/update.mdx,PATCH,/api/v1/app-connections/flyio/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/gcp/available.mdx,GET,/api/v1/app-connections/gcp/available,superseded,appConnections,appConnections.read,app-connections-provider-availability-superseded
app-connections/gcp/create.mdx,POST,/api/v1/app-connections/gcp,intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/gcp/delete.mdx,DELETE,/api/v1/app-connections/gcp/{connectionId},intentionally_omitted,appConnections,appConnections.otherProviders.admin,app-connections-other-providers-omitted
app-connections/gcp/get-by-id.mdx,GET,/api/v1/app-connections/gcp/{connectionId},superseded,appConnections,appConnections.read,app-connections-provider-id-read-superseded
app-connections/gcp/get-by-name.mdx,GET,/api/v1/app-connections/gcp/connection-name/{connectionName},superseded,appConnections,appConnections.read,app-connections-provider-name-read-superseded
